any;comarca o Aran;sexe;nivell de formació assolit;concepte;estat;valor
2021;Baix Ebre;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;7821
2021;Baix Ebre;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;7173
2021;Baix Ebre;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;5403
2021;Baix Ebre;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;5385
2021;Baix Ebre;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;3672
2021;Baix Ebre;total;màsters universitaris i similars;població de 15 anys o més;;1635
2021;Baix Ebre;total;doctorat universitari;població de 15 anys o més;;324
2021;Baix Ebre;total;total;població de 15 anys o més;;67740
2021;Baix Empordà;homes;analfabetisme;població de 15 anys o més;;162
2021;Baix Empordà;homes;educació primària incompleta;població de 15 anys o més;;1587
2021;Baix Empordà;homes;educació primària;població de 15 anys o més;;7524
2021;Baix Empordà;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;20721
2021;Baix Empordà;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;7200
2021;Baix Empordà;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5874
2021;Baix Empordà;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4374
2021;Baix Empordà;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;5103
2021;Baix Empordà;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;4065
2021;Baix Empordà;homes;màsters universitaris i similars;població de 15 anys o més;;927
2021;Baix Empordà;homes;doctorat universitari;població de 15 anys o més;;474
2021;Baix Empordà;homes;total;població de 15 anys o més;;58014
2021;Baix Empordà;dones;analfabetisme;població de 15 anys o més;;402
2021;Baix Empordà;dones;educació primària incompleta;població de 15 anys o més;;2079
2021;Baix Empordà;dones;educació primària;població de 15 anys o més;;7980
2021;Baix Empordà;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;17679
2021;Baix Empordà;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;7278
2021;Baix Empordà;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5514
2021;Baix Empordà;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4299
2021;Baix Empordà;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;6849
2021;Baix Empordà;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;4710
2021;Baix Empordà;dones;màsters universitaris i similars;població de 15 anys o més;;1449
2021;Baix Empordà;dones;doctorat universitari;població de 15 anys o més;;381
2021;Baix Empordà;dones;total;població de 15 anys o més;;58620
2021;Baix Empordà;total;analfabetisme;població de 15 anys o més;;564
2021;Baix Empordà;total;educació primària incompleta;població de 15 anys o més;;3666
2021;Baix Empordà;total;educació primària;població de 15 anys o més;;15504
2021;Baix Empordà;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;38397
2021;Baix Empordà;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;14481
2021;Baix Empordà;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;11388
2021;Baix Empordà;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;8673
2021;Baix Empordà;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;11955
2021;Baix Empordà;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;8775
2021;Baix Empordà;total;màsters universitaris i similars;població de 15 anys o més;;2376
2021;Baix Empordà;total;doctorat universitari;població de 15 anys o més;;858
2021;Baix Empordà;total;total;població de 15 anys o més;;116631
2021;Baix Llobregat;homes;analfabetisme;població de 15 anys o més;;411
2021;Baix Llobregat;homes;educació primària incompleta;població de 15 anys o més;;7827
2021;Baix Llobregat;homes;educació primària;població de 15 anys o més;;32463
2021;Baix Llobregat;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;102006
2021;Baix Llobregat;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;44475
2021;Baix Llobregat;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;45513
2021;Baix Llobregat;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;42690
2021;Baix Llobregat;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;32052
2021;Baix Llobregat;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;25680
2021;Baix Llobregat;homes;màsters universitaris i similars;població de 15 anys o més;;6546
2021;Baix Llobregat;homes;doctorat universitari;població de 15 anys o més;;2943
2021;Baix Llobregat;homes;total;població de 15 anys o més;;342606
2021;Baix Llobregat;dones;analfabetisme;població de 15 anys o més;;1884
2021;Baix Llobregat;dones;educació primària incompleta;població de 15 anys o més;;14370
2021;Baix Llobregat;dones;educació primària;població de 15 anys o més;;44583
2021;Baix Llobregat;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;93864
2021;Baix Llobregat;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;43407
2021;Baix Llobregat;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;38601
2021;Baix Llobregat;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;37311
2021;Baix Llobregat;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;43893
2021;Baix Llobregat;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;30453
2021;Baix Llobregat;dones;màsters universitaris i similars;població de 15 anys o més;;9480
2021;Baix Llobregat;dones;doctorat universitari;població de 15 anys o més;;2811
2021;Baix Llobregat;dones;total;població de 15 anys o més;;360663
2021;Baix Llobregat;total;analfabetisme;població de 15 anys o més;;2292
2021;Baix Llobregat;total;educació primària incompleta;població de 15 anys o més;;22197
2021;Baix Llobregat;total;educació primària;població de 15 anys o més;;77046
2021;Baix Llobregat;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;195873
2021;Baix Llobregat;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;87882
2021;Baix Llobregat;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;84114
2021;Baix Llobregat;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;80001
2021;Baix Llobregat;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;75942
2021;Baix Llobregat;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;56133
2021;Baix Llobregat;total;màsters universitaris i similars;població de 15 anys o més;;16026
2021;Baix Llobregat;total;doctorat universitari;població de 15 anys o més;;5757
2021;Baix Llobregat;total;total;població de 15 anys o més;;703266
2021;Baix Penedès;homes;analfabetisme;població de 15 anys o més;;30
2021;Baix Penedès;homes;educació primària incompleta;població de 15 anys o més;;894
2021;Baix Penedès;homes;educació primària;població de 15 anys o més;;5700
2021;Baix Penedès;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;16617
2021;Baix Penedès;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;5796
2021;Baix Penedès;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5922
2021;Baix Penedès;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4722
2021;Baix Penedès;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3453
2021;Baix Penedès;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2502
2021;Baix Penedès;homes;màsters universitaris i similars;població de 15 anys o més;;600
2021;Baix Penedès;homes;doctorat universitari;població de 15 anys o més;;309
2021;Baix Penedès;homes;total;població de 15 anys o més;;46542
2021;Baix Penedès;dones;analfabetisme;població de 15 anys o més;;132
2021;Baix Penedès;dones;educació primària incompleta;població de 15 anys o més;;1419
2021;Baix Penedès;dones;educació primària;població de 15 anys o més;;6666
2021;Baix Penedès;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;14214
2021;Baix Penedès;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;5607
2021;Baix Penedès;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5667
2021;Baix Penedès;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4305
2021;Baix Penedès;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;4554
2021;Baix Penedès;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2946
2021;Baix Penedès;dones;màsters universitaris i similars;població de 15 anys o més;;765
2021;Baix Penedès;dones;doctorat universitari;població de 15 anys o més;;294
2021;Baix Penedès;dones;total;població de 15 anys o més;;46575
2021;Baix Penedès;total;analfabetisme;població de 15 anys o més;;162
2021;Baix Penedès;total;educació primària incompleta;població de 15 anys o més;;2316
2021;Baix Penedès;total;educació primària;població de 15 anys o més;;12363
2021;Baix Penedès;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;30834
2021;Baix Penedès;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;11406
2021;Baix Penedès;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;11589
2021;Baix Penedès;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;9024
2021;Baix Penedès;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;8004
2021;Baix Penedès;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;5448
2021;Baix Penedès;total;màsters universitaris i similars;població de 15 anys o més;;1365
2021;Baix Penedès;total;doctorat universitari;població de 15 anys o més;;606
2021;Baix Penedès;total;total;població de 15 anys o més;;93120
2021;Barcelonès;homes;analfabetisme;població de 15 anys o més;;1098
2021;Barcelonès;homes;educació primària incompleta;població de 15 anys o més;;25683
2021;Barcelonès;homes;educació primària;població de 15 anys o més;;88197
2021;Barcelonès;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;218763
2021;Barcelonès;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;150612
2021;Barcelonès;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;79938
2021;Barcelonès;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;89043
2021;Barcelonès;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;105705
2021;Barcelonès;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;128022
2021;Barcelonès;homes;màsters universitaris i similars;població de 15 anys o més;;31881
2021;Barcelonès;homes;doctorat universitari;població de 15 anys o més;;19488
2021;Barcelonès;homes;total;població de 15 anys o més;;938433
2021;Barcelonès;dones;analfabetisme;població de 15 anys o més;;4089
2021;Barcelonès;dones;educació primària incompleta;població de 15 anys o més;;45525
2021;Barcelonès;dones;educació primària;població de 15 anys o més;;127794
2021;Barcelonès;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;210933
2021;Barcelonès;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;149712
2021;Barcelonès;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;76593
2021;Barcelonès;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;78891
2021;Barcelonès;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;140154
2021;Barcelonès;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;143187
2021;Barcelonès;dones;màsters universitaris i similars;població de 15 anys o més;;44613
2021;Barcelonès;dones;doctorat universitari;població de 15 anys o més;;18222
2021;Barcelonès;dones;total;població de 15 anys o més;;1039713
2021;Barcelonès;total;analfabetisme;població de 15 anys o més;;5187
2021;Barcelonès;total;educació primària incompleta;població de 15 anys o més;;71208
2021;Barcelonès;total;educació primària;població de 15 anys o més;;215991
2021;Barcelonès;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;429696
2021;Barcelonès;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;300327
2021;Barcelonès;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;156531
2021;Barcelonès;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;167931
2021;Barcelonès;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;245862
2021;Barcelonès;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;271212
2021;Barcelonès;total;màsters universitaris i similars;població de 15 anys o més;;76494
2021;Barcelonès;total;doctorat universitari;població de 15 anys o més;;37707
2021;Barcelonès;total;total;població de 15 anys o més;;1978146
2021;Berguedà;homes;analfabetisme;població de 15 anys o més;;6
2021;Berguedà;homes;educació primària incompleta;població de 15 anys o més;;213
2021;Berguedà;homes;educació primària;població de 15 anys o més;;2082
2021;Berguedà;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;6141
2021;Berguedà;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1734
2021;Berguedà;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;2193
2021;Berguedà;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;2013
2021;Berguedà;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1380
2021;Berguedà;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1017
2021;Berguedà;homes;màsters universitaris i similars;població de 15 anys o més;;351
2021;Berguedà;homes;doctorat universitari;població de 15 anys o més;;105
2021;Berguedà;homes;total;població de 15 anys o més;;17238
2021;Berguedà;dones;analfabetisme;població de 15 anys o més;;57
2021;Berguedà;dones;educació primària incompleta;població de 15 anys o més;;444
2021;Berguedà;dones;educació primària;població de 15 anys o més;;2730
2021;Berguedà;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;5373
2021;Berguedà;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1515
2021;Berguedà;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1830
2021;Berguedà;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1629
2021;Berguedà;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;2034
2021;Berguedà;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1308
2021;Berguedà;dones;màsters universitaris i similars;població de 15 anys o més;;504
2021;Berguedà;dones;doctorat universitari;població de 15 anys o més;;87
2021;Berguedà;dones;total;població de 15 anys o més;;17511
2021;Berguedà;total;analfabetisme;població de 15 anys o més;;63
2021;Berguedà;total;educació primària incompleta;població de 15 anys o més;;657
2021;Berguedà;total;educació primària;població de 15 anys o més;;4812
2021;Berguedà;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;11514
2021;Berguedà;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;3249
2021;Berguedà;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;4023
2021;Berguedà;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;3642
2021;Berguedà;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3417
2021;Berguedà;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2325
2021;Berguedà;total;màsters universitaris i similars;població de 15 anys o més;;855
2021;Berguedà;total;doctorat universitari;població de 15 anys o més;;189
2021;Berguedà;total;total;població de 15 anys o més;;34746
2021;Cerdanya;homes;analfabetisme;població de 15 anys o més;;9
2021;Cerdanya;homes;educació primària incompleta;població de 15 anys o més;;102
2021;Cerdanya;homes;educació primària;població de 15 anys o més;;828
2021;Cerdanya;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;2580
2021;Cerdanya;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1377
2021;Cerdanya;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;906
2021;Cerdanya;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;771
2021;Cerdanya;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;768
2021;Cerdanya;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;837
2021;Cerdanya;homes;màsters universitaris i similars;població de 15 anys o més;;171
2021;Cerdanya;homes;doctorat universitari;població de 15 anys o més;;102
2021;Cerdanya;homes;total;població de 15 anys o més;;8457
2021;Cerdanya;dones;analfabetisme;població de 15 anys o més;;12
2021;Cerdanya;dones;educació primària incompleta;població de 15 anys o més;;168
2021;Cerdanya;dones;educació primària;població de 15 anys o més;;1002
2021;Cerdanya;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;2055
2021;Cerdanya;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1221
2021;Cerdanya;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;762
2021;Cerdanya;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;642
2021;Cerdanya;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1107
2021;Cerdanya;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;831
2021;Cerdanya;dones;màsters universitaris i similars;població de 15 anys o més;;258
2021;Cerdanya;dones;doctorat universitari;població de 15 anys o més;;60
2021;Cerdanya;dones;total;població de 15 anys o més;;8118
2021;Cerdanya;total;analfabetisme;població de 15 anys o més;;24
2021;Cerdanya;total;educació primària incompleta;població de 15 anys o més;;273
2021;Cerdanya;total;educació primària;població de 15 anys o més;;1833
2021;Cerdanya;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;4635
2021;Cerdanya;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;2595
2021;Cerdanya;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1668
2021;Cerdanya;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1410
2021;Cerdanya;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1875
2021;Cerdanya;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1668
2021;Cerdanya;total;màsters universitaris i similars;població de 15 anys o més;;429
2021;Cerdanya;total;doctorat universitari;població de 15 anys o més;;162
2021;Cerdanya;total;total;població de 15 anys o més;;16578
2021;Conca de Barberà;homes;analfabetisme;població de 15 anys o més;;6
2021;Conca de Barberà;homes;educació primària incompleta;població de 15 anys o més;;201
2021;Conca de Barberà;homes;educació primària;població de 15 anys o més;;975
2021;Conca de Barberà;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;3273
2021;Conca de Barberà;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;990
2021;Conca de Barberà;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1206
2021;Conca de Barberà;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;951
2021;Conca de Barberà;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;561
2021;Conca de Barberà;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;537
2021;Conca de Barberà;homes;màsters universitaris i similars;població de 15 anys o més;;138
2021;Conca de Barberà;homes;doctorat universitari;població de 15 anys o més;;54
2021;Conca de Barberà;homes;total;població de 15 anys o més;;8889
2021;Conca de Barberà;dones;analfabetisme;població de 15 anys o més;;12
2021;Conca de Barberà;dones;educació primària incompleta;població de 15 anys o més;;336
2021;Conca de Barberà;dones;educació primària;població de 15 anys o més;;1269
2021;Conca de Barberà;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;2532
2021;Conca de Barberà;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;900
2021;Conca de Barberà;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;882
2021;Conca de Barberà;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;810
2021;Conca de Barberà;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;861
2021;Conca de Barberà;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;660
2021;Conca de Barberà;dones;màsters universitaris i similars;població de 15 anys o més;;237
2021;Conca de Barberà;dones;doctorat universitari;població de 15 anys o més;;45
2021;Conca de Barberà;dones;total;població de 15 anys o més;;8541
2021;Conca de Barberà;total;analfabetisme;població de 15 anys o més;;18
2021;Conca de Barberà;total;educació primària incompleta;població de 15 anys o més;;534
2021;Conca de Barberà;total;educació primària;població de 15 anys o més;;2241
2021;Conca de Barberà;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;5805
2021;Conca de Barberà;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1890
2021;Conca de Barberà;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;2088
2021;Conca de Barberà;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1761
2021;Conca de Barberà;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1422
2021;Conca de Barberà;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1197
2021;Conca de Barberà;total;màsters universitaris i similars;població de 15 anys o més;;375
2021;Conca de Barberà;total;doctorat universitari;població de 15 anys o més;;99
2021;Conca de Barberà;total;total;població de 15 anys o més;;17430
2021;Garraf;homes;analfabetisme;població de 15 anys o més;;135
2021;Garraf;homes;educació primària incompleta;població de 15 anys o més;;792
2021;Garraf;homes;educació primària;població de 15 anys o més;;5967
2021;Garraf;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;17853
2021;Garraf;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;10206
2021;Garraf;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;6513
2021;Garraf;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;5934
2021;Garraf;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;7722
2021;Garraf;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;7227
2021;Garraf;homes;màsters universitaris i similars;població de 15 anys o més;;1428
2021;Garraf;homes;doctorat universitari;població de 15 anys o més;;813
2021;Garraf;homes;total;població de 15 anys o més;;64587
2021;Garraf;dones;analfabetisme;població de 15 anys o més;;252
2021;Garraf;dones;educació primària incompleta;població de 15 anys o més;;1386
2021;Garraf;dones;educació primària;població de 15 anys o més;;8010
2021;Garraf;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;16320
2021;Garraf;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;9705
2021;Garraf;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;6183
2021;Garraf;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;5586
2021;Garraf;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;9369
2021;Garraf;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;7536
2021;Garraf;dones;màsters universitaris i similars;població de 15 anys o més;;1929
2021;Garraf;dones;doctorat universitari;població de 15 anys o més;;723
2021;Garraf;dones;total;població de 15 anys o més;;66996
2021;Garraf;total;analfabetisme;població de 15 anys o més;;387
2021;Garraf;total;educació primària incompleta;població de 15 anys o més;;2181
2021;Garraf;total;educació primària;població de 15 anys o més;;13977
2021;Garraf;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;34170
2021;Garraf;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;19911
2021;Garraf;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;12696
2021;Garraf;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;11523
2021;Garraf;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;17088
2021;Garraf;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;14760
2021;Garraf;total;màsters universitaris i similars;població de 15 anys o més;;3354
2021;Garraf;total;doctorat universitari;població de 15 anys o més;;1536
2021;Garraf;total;total;població de 15 anys o més;;131583
2021;Garrigues;homes;analfabetisme;població de 15 anys o més;;9
2021;Garrigues;homes;educació primària incompleta;població de 15 anys o més;;282
2021;Garrigues;homes;educació primària;població de 15 anys o més;;1308
2021;Garrigues;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;3261
2021;Garrigues;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;843
2021;Garrigues;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1095
2021;Garrigues;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;879
2021;Garrigues;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;558
2021;Garrigues;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;354
2021;Garrigues;homes;màsters universitaris i similars;població de 15 anys o més;;108
2021;Garrigues;homes;doctorat universitari;població de 15 anys o més;;27
2021;Garrigues;homes;total;població de 15 anys o més;;8721
2021;Garrigues;dones;analfabetisme;població de 15 anys o més;;15
2021;Garrigues;dones;educació primària incompleta;població de 15 anys o més;;258
2021;Garrigues;dones;educació primària;població de 15 anys o més;;1344
2021;Garrigues;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;2469
2021;Garrigues;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;726
2021;Garrigues;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;747
2021;Garrigues;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;693
2021;Garrigues;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;855
2021;Garrigues;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;510
2021;Garrigues;dones;màsters universitaris i similars;població de 15 anys o més;;228
2021;Garrigues;dones;doctorat universitari;població de 15 anys o més;;42
2021;Garrigues;dones;total;població de 15 anys o més;;7887
2021;Garrigues;total;analfabetisme;població de 15 anys o més;;24
2021;Garrigues;total;educació primària incompleta;població de 15 anys o més;;540
2021;Garrigues;total;educació primària;població de 15 anys o més;;2646
2021;Garrigues;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;5733
2021;Garrigues;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1566
2021;Garrigues;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1842
2021;Garrigues;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1572
2021;Garrigues;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1413
2021;Garrigues;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;864
2021;Garrigues;total;màsters universitaris i similars;població de 15 anys o més;;333
2021;Garrigues;total;doctorat universitari;població de 15 anys o més;;75
2021;Garrigues;total;total;població de 15 anys o més;;16608
2021;Garrotxa;homes;analfabetisme;població de 15 anys o més;;24
2021;Garrotxa;homes;educació primària incompleta;població de 15 anys o més;;924
2021;Garrotxa;homes;educació primària;població de 15 anys o més;;3930
2021;Garrotxa;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;8169
2021;Garrotxa;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;2811
2021;Garrotxa;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;2940
2021;Garrotxa;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;2322
2021;Garrotxa;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1962
2021;Garrotxa;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1563
2021;Garrotxa;homes;màsters universitaris i similars;població de 15 anys o més;;447
2021;Garrotxa;homes;doctorat universitari;població de 15 anys o més;;192
2021;Garrotxa;homes;total;població de 15 anys o més;;25284
2021;Garrotxa;dones;analfabetisme;població de 15 anys o més;;48
2021;Garrotxa;dones;educació primària incompleta;població de 15 anys o més;;978
2021;Garrotxa;dones;educació primària;població de 15 anys o més;;4056
2021;Garrotxa;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;6753
2021;Garrotxa;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;2709
