any;comarca o Aran;sexe;nivell de formació assolit;concepte;estat;valor
2022;Baix Ebre;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;7860
2022;Baix Ebre;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;7449
2022;Baix Ebre;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;5640
2022;Baix Ebre;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;5499
2022;Baix Ebre;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;3777
2022;Baix Ebre;total;màsters universitaris i similars;població de 15 anys o més;;1776
2022;Baix Ebre;total;doctorat universitari;població de 15 anys o més;;369
2022;Baix Ebre;total;total;població de 15 anys o més;;68691
2022;Baix Empordà;homes;analfabetisme;població de 15 anys o més;;132
2022;Baix Empordà;homes;educació primària incompleta;població de 15 anys o més;;1503
2022;Baix Empordà;homes;educació primària;població de 15 anys o més;;7158
2022;Baix Empordà;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;20991
2022;Baix Empordà;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;7290
2022;Baix Empordà;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5940
2022;Baix Empordà;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4467
2022;Baix Empordà;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;5355
2022;Baix Empordà;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;4329
2022;Baix Empordà;homes;màsters universitaris i similars;població de 15 anys o més;;993
2022;Baix Empordà;homes;doctorat universitari;població de 15 anys o més;;528
2022;Baix Empordà;homes;total;població de 15 anys o més;;58686
2022;Baix Empordà;dones;analfabetisme;població de 15 anys o més;;348
2022;Baix Empordà;dones;educació primària incompleta;població de 15 anys o més;;1938
2022;Baix Empordà;dones;educació primària;població de 15 anys o més;;7593
2022;Baix Empordà;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;17916
2022;Baix Empordà;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;7434
2022;Baix Empordà;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5583
2022;Baix Empordà;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4467
2022;Baix Empordà;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;7089
2022;Baix Empordà;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;5013
2022;Baix Empordà;dones;màsters universitaris i similars;població de 15 anys o més;;1584
2022;Baix Empordà;dones;doctorat universitari;població de 15 anys o més;;426
2022;Baix Empordà;dones;total;població de 15 anys o més;;59388
2022;Baix Empordà;total;analfabetisme;població de 15 anys o més;;483
2022;Baix Empordà;total;educació primària incompleta;població de 15 anys o més;;3441
2022;Baix Empordà;total;educació primària;població de 15 anys o més;;14745
2022;Baix Empordà;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;38907
2022;Baix Empordà;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;14724
2022;Baix Empordà;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;11523
2022;Baix Empordà;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;8934
2022;Baix Empordà;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;12444
2022;Baix Empordà;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;9342
2022;Baix Empordà;total;màsters universitaris i similars;població de 15 anys o més;;2577
2022;Baix Empordà;total;doctorat universitari;població de 15 anys o més;;954
2022;Baix Empordà;total;total;població de 15 anys o més;;118077
2022;Baix Llobregat;homes;analfabetisme;població de 15 anys o més;;369
2022;Baix Llobregat;homes;educació primària incompleta;població de 15 anys o més;;7200
2022;Baix Llobregat;homes;educació primària;població de 15 anys o més;;30165
2022;Baix Llobregat;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;102855
2022;Baix Llobregat;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;44703
2022;Baix Llobregat;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;45720
2022;Baix Llobregat;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;43824
2022;Baix Llobregat;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;32550
2022;Baix Llobregat;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;26391
2022;Baix Llobregat;homes;màsters universitaris i similars;població de 15 anys o més;;7167
2022;Baix Llobregat;homes;doctorat universitari;població de 15 anys o més;;3297
2022;Baix Llobregat;homes;total;població de 15 anys o més;;344232
2022;Baix Llobregat;dones;analfabetisme;població de 15 anys o més;;1683
2022;Baix Llobregat;dones;educació primària incompleta;població de 15 anys o més;;13494
2022;Baix Llobregat;dones;educació primària;població de 15 anys o més;;42549
2022;Baix Llobregat;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;93960
2022;Baix Llobregat;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;43668
2022;Baix Llobregat;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;38958
2022;Baix Llobregat;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;38292
2022;Baix Llobregat;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;44520
2022;Baix Llobregat;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;31530
2022;Baix Llobregat;dones;màsters universitaris i similars;població de 15 anys o més;;10455
2022;Baix Llobregat;dones;doctorat universitari;població de 15 anys o més;;3222
2022;Baix Llobregat;dones;total;població de 15 anys o més;;362337
2022;Baix Llobregat;total;analfabetisme;població de 15 anys o més;;2049
2022;Baix Llobregat;total;educació primària incompleta;població de 15 anys o més;;20694
2022;Baix Llobregat;total;educació primària;població de 15 anys o més;;72717
2022;Baix Llobregat;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;196815
2022;Baix Llobregat;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;88368
2022;Baix Llobregat;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;84675
2022;Baix Llobregat;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;82116
2022;Baix Llobregat;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;77070
2022;Baix Llobregat;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;57924
2022;Baix Llobregat;total;màsters universitaris i similars;població de 15 anys o més;;17625
2022;Baix Llobregat;total;doctorat universitari;població de 15 anys o més;;6519
2022;Baix Llobregat;total;total;població de 15 anys o més;;706572
2022;Baix Penedès;homes;analfabetisme;població de 15 anys o més;;21
2022;Baix Penedès;homes;educació primària incompleta;població de 15 anys o més;;807
2022;Baix Penedès;homes;educació primària;població de 15 anys o més;;5247
2022;Baix Penedès;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;17103
2022;Baix Penedès;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;5934
2022;Baix Penedès;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;6165
2022;Baix Penedès;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4977
2022;Baix Penedès;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3522
2022;Baix Penedès;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2649
2022;Baix Penedès;homes;màsters universitaris i similars;població de 15 anys o més;;660
2022;Baix Penedès;homes;doctorat universitari;població de 15 anys o més;;381
2022;Baix Penedès;homes;total;població de 15 anys o més;;47469
2022;Baix Penedès;dones;analfabetisme;població de 15 anys o més;;117
2022;Baix Penedès;dones;educació primària incompleta;població de 15 anys o més;;1338
2022;Baix Penedès;dones;educació primària;població de 15 anys o més;;6333
2022;Baix Penedès;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;14649
2022;Baix Penedès;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;5703
2022;Baix Penedès;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;5946
2022;Baix Penedès;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;4557
2022;Baix Penedès;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;4794
2022;Baix Penedès;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;3144
2022;Baix Penedès;dones;màsters universitaris i similars;població de 15 anys o més;;879
2022;Baix Penedès;dones;doctorat universitari;població de 15 anys o més;;369
2022;Baix Penedès;dones;total;població de 15 anys o més;;47829
2022;Baix Penedès;total;analfabetisme;població de 15 anys o més;;138
2022;Baix Penedès;total;educació primària incompleta;població de 15 anys o més;;2148
2022;Baix Penedès;total;educació primària;població de 15 anys o més;;11577
2022;Baix Penedès;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;31752
2022;Baix Penedès;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;11637
2022;Baix Penedès;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;12111
2022;Baix Penedès;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;9534
2022;Baix Penedès;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;8313
2022;Baix Penedès;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;5793
2022;Baix Penedès;total;màsters universitaris i similars;població de 15 anys o més;;1539
2022;Baix Penedès;total;doctorat universitari;població de 15 anys o més;;750
2022;Baix Penedès;total;total;població de 15 anys o més;;95295
2022;Barcelonès;homes;analfabetisme;població de 15 anys o més;;891
2022;Barcelonès;homes;educació primària incompleta;població de 15 anys o més;;23106
2022;Barcelonès;homes;educació primària;població de 15 anys o més;;81522
2022;Barcelonès;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;220377
2022;Barcelonès;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;149916
2022;Barcelonès;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;80085
2022;Barcelonès;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;89739
2022;Barcelonès;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;105072
2022;Barcelonès;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;130233
2022;Barcelonès;homes;màsters universitaris i similars;població de 15 anys o més;;34221
2022;Barcelonès;homes;doctorat universitari;població de 15 anys o més;;20736
2022;Barcelonès;homes;total;població de 15 anys o més;;935904
2022;Barcelonès;dones;analfabetisme;població de 15 anys o més;;3582
2022;Barcelonès;dones;educació primària incompleta;població de 15 anys o més;;41955
2022;Barcelonès;dones;educació primària;població de 15 anys o més;;120471
2022;Barcelonès;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;211542
2022;Barcelonès;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;149283
2022;Barcelonès;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;76860
2022;Barcelonès;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;79854
2022;Barcelonès;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;139371
2022;Barcelonès;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;146904
2022;Barcelonès;dones;màsters universitaris i similars;població de 15 anys o més;;47457
2022;Barcelonès;dones;doctorat universitari;població de 15 anys o més;;19872
2022;Barcelonès;dones;total;població de 15 anys o més;;1037154
2022;Barcelonès;total;analfabetisme;població de 15 anys o més;;4473
2022;Barcelonès;total;educació primària incompleta;població de 15 anys o més;;65058
2022;Barcelonès;total;educació primària;població de 15 anys o més;;201993
2022;Barcelonès;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;431922
2022;Barcelonès;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;299199
2022;Barcelonès;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;156948
2022;Barcelonès;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;169593
2022;Barcelonès;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;244443
2022;Barcelonès;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;277137
2022;Barcelonès;total;màsters universitaris i similars;població de 15 anys o més;;81681
2022;Barcelonès;total;doctorat universitari;població de 15 anys o més;;40608
2022;Barcelonès;total;total;població de 15 anys o més;;1973055
2022;Berguedà;homes;analfabetisme;població de 15 anys o més;;6
2022;Berguedà;homes;educació primària incompleta;població de 15 anys o més;;228
2022;Berguedà;homes;educació primària;població de 15 anys o més;;1950
2022;Berguedà;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;6189
2022;Berguedà;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1773
2022;Berguedà;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;2262
2022;Berguedà;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;2070
2022;Berguedà;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1395
2022;Berguedà;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1068
2022;Berguedà;homes;màsters universitaris i similars;població de 15 anys o més;;375
2022;Berguedà;homes;doctorat universitari;població de 15 anys o més;;123
2022;Berguedà;homes;total;població de 15 anys o més;;17442
2022;Berguedà;dones;analfabetisme;població de 15 anys o més;;51
2022;Berguedà;dones;educació primària incompleta;població de 15 anys o més;;420
2022;Berguedà;dones;educació primària;població de 15 anys o més;;2589
2022;Berguedà;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;5355
2022;Berguedà;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1527
2022;Berguedà;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1890
2022;Berguedà;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1668
2022;Berguedà;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;2127
2022;Berguedà;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1362
2022;Berguedà;dones;màsters universitaris i similars;població de 15 anys o més;;555
2022;Berguedà;dones;doctorat universitari;població de 15 anys o més;;102
2022;Berguedà;dones;total;població de 15 anys o més;;17643
2022;Berguedà;total;analfabetisme;població de 15 anys o més;;57
2022;Berguedà;total;educació primària incompleta;població de 15 anys o més;;648
2022;Berguedà;total;educació primària;població de 15 anys o més;;4539
2022;Berguedà;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;11544
2022;Berguedà;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;3300
2022;Berguedà;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;4149
2022;Berguedà;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;3735
2022;Berguedà;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;3525
2022;Berguedà;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;2427
2022;Berguedà;total;màsters universitaris i similars;població de 15 anys o més;;930
2022;Berguedà;total;doctorat universitari;població de 15 anys o més;;228
2022;Berguedà;total;total;població de 15 anys o més;;35085
2022;Cerdanya;homes;analfabetisme;població de 15 anys o més;;9
2022;Cerdanya;homes;educació primària incompleta;població de 15 anys o més;;108
2022;Cerdanya;homes;educació primària;població de 15 anys o més;;765
2022;Cerdanya;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;2571
2022;Cerdanya;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1407
2022;Cerdanya;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;945
2022;Cerdanya;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;816
2022;Cerdanya;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;819
2022;Cerdanya;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;894
2022;Cerdanya;homes;màsters universitaris i similars;població de 15 anys o més;;219
2022;Cerdanya;homes;doctorat universitari;població de 15 anys o més;;123
2022;Cerdanya;homes;total;població de 15 anys o més;;8670
2022;Cerdanya;dones;analfabetisme;població de 15 anys o més;;12
2022;Cerdanya;dones;educació primària incompleta;població de 15 anys o més;;165
2022;Cerdanya;dones;educació primària;població de 15 anys o més;;912
2022;Cerdanya;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;2070
2022;Cerdanya;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1215
2022;Cerdanya;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;795
2022;Cerdanya;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;684
2022;Cerdanya;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1131
2022;Cerdanya;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;864
2022;Cerdanya;dones;màsters universitaris i similars;població de 15 anys o més;;285
2022;Cerdanya;dones;doctorat universitari;població de 15 anys o més;;78
2022;Cerdanya;dones;total;població de 15 anys o més;;8211
2022;Cerdanya;total;analfabetisme;població de 15 anys o més;;18
2022;Cerdanya;total;educació primària incompleta;població de 15 anys o més;;273
2022;Cerdanya;total;educació primària;població de 15 anys o més;;1677
2022;Cerdanya;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;4641
2022;Cerdanya;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;2625
2022;Cerdanya;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1737
2022;Cerdanya;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1497
2022;Cerdanya;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1950
2022;Cerdanya;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1758
2022;Cerdanya;total;màsters universitaris i similars;població de 15 anys o més;;507
2022;Cerdanya;total;doctorat universitari;població de 15 anys o més;;201
2022;Cerdanya;total;total;població de 15 anys o més;;16881
2022;Conca de Barberà;homes;analfabetisme;població de 15 anys o més;;3
2022;Conca de Barberà;homes;educació primària incompleta;població de 15 anys o més;;192
2022;Conca de Barberà;homes;educació primària;població de 15 anys o més;;867
2022;Conca de Barberà;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;3306
2022;Conca de Barberà;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;999
2022;Conca de Barberà;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1254
2022;Conca de Barberà;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;978
2022;Conca de Barberà;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;570
2022;Conca de Barberà;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;549
2022;Conca de Barberà;homes;màsters universitaris i similars;població de 15 anys o més;;159
2022;Conca de Barberà;homes;doctorat universitari;població de 15 anys o més;;66
2022;Conca de Barberà;homes;total;població de 15 anys o més;;8940
2022;Conca de Barberà;dones;analfabetisme;població de 15 anys o més;;9
2022;Conca de Barberà;dones;educació primària incompleta;població de 15 anys o més;;318
2022;Conca de Barberà;dones;educació primària;població de 15 anys o més;;1167
2022;Conca de Barberà;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;2553
2022;Conca de Barberà;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;909
2022;Conca de Barberà;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;903
2022;Conca de Barberà;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;819
2022;Conca de Barberà;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;894
2022;Conca de Barberà;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;678
2022;Conca de Barberà;dones;màsters universitaris i similars;població de 15 anys o més;;252
2022;Conca de Barberà;dones;doctorat universitari;població de 15 anys o més;;63
2022;Conca de Barberà;dones;total;població de 15 anys o més;;8571
2022;Conca de Barberà;total;analfabetisme;població de 15 anys o més;;12
2022;Conca de Barberà;total;educació primària incompleta;població de 15 anys o més;;510
2022;Conca de Barberà;total;educació primària;població de 15 anys o més;;2031
2022;Conca de Barberà;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;5859
2022;Conca de Barberà;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1911
2022;Conca de Barberà;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;2157
2022;Conca de Barberà;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1797
2022;Conca de Barberà;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1467
2022;Conca de Barberà;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1227
2022;Conca de Barberà;total;màsters universitaris i similars;població de 15 anys o més;;414
2022;Conca de Barberà;total;doctorat universitari;població de 15 anys o més;;129
2022;Conca de Barberà;total;total;població de 15 anys o més;;17508
2022;Garraf;homes;analfabetisme;població de 15 anys o més;;117
2022;Garraf;homes;educació primària incompleta;població de 15 anys o més;;786
2022;Garraf;homes;educació primària;població de 15 anys o més;;5559
2022;Garraf;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;18156
2022;Garraf;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;10170
2022;Garraf;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;6675
2022;Garraf;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;6285
2022;Garraf;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;8091
2022;Garraf;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;7560
2022;Garraf;homes;màsters universitaris i similars;població de 15 anys o més;;1584
2022;Garraf;homes;doctorat universitari;població de 15 anys o més;;1005
2022;Garraf;homes;total;població de 15 anys o més;;65979
2022;Garraf;dones;analfabetisme;població de 15 anys o més;;210
2022;Garraf;dones;educació primària incompleta;població de 15 anys o més;;1296
2022;Garraf;dones;educació primària;població de 15 anys o més;;7653
2022;Garraf;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;16356
2022;Garraf;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;9639
2022;Garraf;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;6390
2022;Garraf;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;5826
2022;Garraf;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;9726
2022;Garraf;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;7905
2022;Garraf;dones;màsters universitaris i similars;població de 15 anys o més;;2217
2022;Garraf;dones;doctorat universitari;població de 15 anys o més;;873
2022;Garraf;dones;total;població de 15 anys o més;;68097
2022;Garraf;total;analfabetisme;població de 15 anys o més;;324
2022;Garraf;total;educació primària incompleta;població de 15 anys o més;;2082
2022;Garraf;total;educació primària;població de 15 anys o més;;13212
2022;Garraf;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;34515
2022;Garraf;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;19809
2022;Garraf;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;13068
2022;Garraf;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;12111
2022;Garraf;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;17817
2022;Garraf;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;15465
2022;Garraf;total;màsters universitaris i similars;població de 15 anys o més;;3798
2022;Garraf;total;doctorat universitari;població de 15 anys o més;;1878
2022;Garraf;total;total;població de 15 anys o més;;134076
2022;Garrigues;homes;analfabetisme;població de 15 anys o més;;9
2022;Garrigues;homes;educació primària incompleta;població de 15 anys o més;;261
2022;Garrigues;homes;educació primària;població de 15 anys o més;;1191
2022;Garrigues;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;3333
2022;Garrigues;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;837
2022;Garrigues;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1107
2022;Garrigues;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;894
2022;Garrigues;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;561
2022;Garrigues;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;366
2022;Garrigues;homes;màsters universitaris i similars;població de 15 anys o més;;126
2022;Garrigues;homes;doctorat universitari;població de 15 anys o més;;36
2022;Garrigues;homes;total;població de 15 anys o més;;8724
2022;Garrigues;dones;analfabetisme;població de 15 anys o més;;12
2022;Garrigues;dones;educació primària incompleta;població de 15 anys o més;;240
2022;Garrigues;dones;educació primària;població de 15 anys o més;;1263
2022;Garrigues;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;2496
2022;Garrigues;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;741
2022;Garrigues;dones;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;762
2022;Garrigues;dones;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;708
2022;Garrigues;dones;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;843
2022;Garrigues;dones;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;507
2022;Garrigues;dones;màsters universitaris i similars;població de 15 anys o més;;255
2022;Garrigues;dones;doctorat universitari;població de 15 anys o més;;51
2022;Garrigues;dones;total;població de 15 anys o més;;7875
2022;Garrigues;total;analfabetisme;població de 15 anys o més;;21
2022;Garrigues;total;educació primària incompleta;població de 15 anys o més;;501
2022;Garrigues;total;educació primària;població de 15 anys o més;;2454
2022;Garrigues;total;primera etapa d’educació secundària i similar;població de 15 anys o més;;5829
2022;Garrigues;total;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;1581
2022;Garrigues;total;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;1872
2022;Garrigues;total;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;1602
2022;Garrigues;total;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;1401
2022;Garrigues;total;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;870
2022;Garrigues;total;màsters universitaris i similars;població de 15 anys o més;;381
2022;Garrigues;total;doctorat universitari;població de 15 anys o més;;84
2022;Garrigues;total;total;població de 15 anys o més;;16596
2022;Garrotxa;homes;analfabetisme;població de 15 anys o més;;24
2022;Garrotxa;homes;educació primària incompleta;població de 15 anys o més;;927
2022;Garrotxa;homes;educació primària;població de 15 anys o més;;3771
2022;Garrotxa;homes;primera etapa d’educació secundària i similar;població de 15 anys o més;;8430
2022;Garrotxa;homes;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;2844
2022;Garrotxa;homes;segona etapa d’educació secundària, amb orientació professional;població de 15 anys o més;;2964
2022;Garrotxa;homes;ensenyaments de grau superior de formació professional i similars;població de 15 anys o més;;2454
2022;Garrotxa;homes;graus universitaris de fins a 240 crèdits i similars;població de 15 anys o més;;2013
2022;Garrotxa;homes;graus universitaris de més de 240 crèdits i similars;població de 15 anys o més;;1626
2022;Garrotxa;homes;màsters universitaris i similars;població de 15 anys o més;;498
2022;Garrotxa;homes;doctorat universitari;població de 15 anys o més;;204
2022;Garrotxa;homes;total;població de 15 anys o més;;25755
2022;Garrotxa;dones;analfabetisme;població de 15 anys o més;;45
2022;Garrotxa;dones;educació primària incompleta;població de 15 anys o més;;933
2022;Garrotxa;dones;educació primària;població de 15 anys o més;;3822
2022;Garrotxa;dones;primera etapa d’educació secundària i similar;població de 15 anys o més;;6909
2022;Garrotxa;dones;segona etapa d’educació secundària, amb orientació general;població de 15 anys o més;;2751
